,PM10_1
4119,30.0
4120,31.0
4121,29.0
4122,32.0
4123,33.0
4124,31.0
4125,29.0
4126,29.0
4127,29.0
4128,29.0
4129,29.0
4130,33.0
4131,34.0
4132,36.0
4133,34.0
4134,33.0
4135,36.0
4136,38.0
4137,57.0
4138,38.92593020568523
4139,38.92593020568523
4140,38.92593020568523
4141,43.0
4142,42.0
4143,36.0
4144,35.0
4145,43.0
4146,55.0
4147,56.0
4148,60.0
4149,63.0
4150,67.0
4151,63.0
4152,60.0
4153,62.0
4154,62.0
4155,65.0
4156,70.0
4157,72.0
4158,77.0
4159,80.0
4160,89.0
4161,96.0
4162,102.0
4163,102.0
4164,103.0
4165,110.0
4166,108.0
4167,94.0
4168,91.0
4169,81.0
4170,77.0
4171,77.0
4172,77.0
4173,75.0
4174,80.0
4175,81.0
4176,85.0
4177,87.0
4178,90.0
4179,90.0
4180,89.0
4181,87.0
4182,85.0
4183,78.0
4184,74.0
4185,59.0
4186,55.0
4187,65.0
4188,70.0
4189,62.0
4190,55.0
4191,52.0
4192,42.0
4193,36.0
4194,34.0
4195,32.0
4196,33.0
4197,35.0
4198,37.0
4199,36.0
4200,33.0
4201,36.0
4202,38.0
4203,38.0
4204,41.0
4205,42.0
4206,46.0
4207,52.0
4208,58.0
4209,66.0
4210,87.0
4211,95.0
4212,100.0
4213,103.0
4214,115.0
4215,112.0
4216,109.0
4217,97.0
4218,87.0
4219,80.0
4220,78.0
4221,79.0
4222,91.0
4223,102.0
4224,107.0
4225,111.0
4226,115.0
4227,116.0
4228,120.0
4229,122.0
4230,124.0
4231,132.0
4232,142.0
4233,139.0
4234,121.0
4235,102.0
4236,90.0
4237,66.0
4238,66.0
4239,88.0
4240,81.0
4241,99.0
4242,120.0
4243,99.0
4244,96.0
4245,84.0
4246,94.0
4247,97.0
4248,110.0
4249,106.0
4250,101.0
4251,77.0
4252,74.0
4253,76.0
4254,81.0
4255,81.0
4256,81.0
4257,76.0
4258,64.0
4259,49.0
4260,44.0
4261,45.0
4262,38.0
4263,33.0
4264,30.0
4265,25.0
4266,25.0
4267,20.0
4268,15.0
4269,16.0
4270,14.0
4271,10.0
4272,7.0
4273,7.0
4274,8.0
4275,8.0
4276,16.0
4277,13.0
4278,7.0
4279,8.0
4280,12.0
4281,13.0
4282,20.0
4283,23.0
4284,22.0
4285,26.0
4286,29.0
4287,20.0
4288,21.0
4289,24.0
4290,27.0
4291,38.0
4292,53.0
4293,41.0
4294,28.0
4295,78.0
4296,277.0
4297,389.0
4298,444.0
4299,474.0
4300,469.0
4301,445.0
4302,496.0
4303,549.0
4304,472.0
4305,242.0
4306,200.0
4307,229.0
4308,180.0
4309,170.0
4310,171.0
4311,171.0
4312,167.0
4313,176.0
4314,210.0
4315,277.0
4316,329.0
4317,314.0
4318,352.0
4319,365.0
4320,343.0
4321,322.0
4322,296.0
4323,238.0
4324,183.0
4325,153.0
4326,164.0
4327,154.0
4328,120.0
4329,65.0
4330,58.0
4331,52.0
4332,49.0
4333,49.0
4334,48.0
4335,43.0
4336,48.0
4337,49.0
4338,46.0
4339,42.0
4340,43.0
4341,45.0
4342,45.0
4343,43.0
4344,45.0
4345,40.0
4346,39.0
4347,39.0
4348,43.0
4349,43.0
4350,76.0
4351,54.0
4352,54.0
4353,47.0
4354,39.0
4355,34.0
4356,26.0
4357,31.0
4358,43.0
4359,40.0
4360,37.0
4361,37.0
4362,39.0
4363,35.0
4364,39.0
4365,35.0
4366,38.0
4367,37.0
4368,38.0
4369,31.0
4370,34.0
4371,32.0
4372,32.0
4373,34.0
4374,36.0
4375,37.0
4376,36.0
4377,36.0
4378,39.0
4379,41.0
4380,43.0
4381,43.0
4382,52.0
4383,63.0
4384,69.0
4385,58.0
4386,49.0
4387,53.0
4388,57.0
4389,51.0
4390,53.0
4391,52.0
4392,51.0
4393,49.0
4394,50.0
4395,47.0
4396,45.0
4397,44.0
4398,43.0
4399,42.0
4400,40.0
4401,37.0
4402,36.0
4403,36.0
4404,38.0
4405,43.0
4406,43.0
4407,43.0
4408,53.0
4409,64.0
4410,59.0
4411,60.0
4412,59.0
4413,55.0
4414,55.0
4415,55.0
4416,54.0
4417,51.0
4418,52.0
4419,50.0
4420,50.0
4421,50.0
4422,52.0
4423,52.0
4424,60.0
4425,44.0
4426,28.0
4427,20.0
4428,19.0
4429,12.0
4430,9.0
4431,5.0
4432,8.0
4433,5.0
4434,3.0
4435,14.0
4436,11.0
4437,3.0
4438,5.0
4439,3.0
4440,4.0
4441,3.0
4442,5.0
4443,3.0
4444,3.0
4445,3.0
4446,3.0
4447,3.0
4448,3.0
4449,3.0
4450,7.0
4451,6.0
4452,11.0
4453,8.0
4454,15.0
4455,15.0
4456,19.0
4457,22.0
4458,22.0
4459,22.0
4460,25.0
4461,23.0
4462,22.0
4463,21.0
4464,21.0
4465,21.0
4466,21.0
4467,19.0
4468,21.0
4469,19.0
4470,18.0
4471,19.0
4472,18.0
4473,17.0
4474,16.0
4475,14.0
4476,14.0
4477,16.0
4478,17.0
4479,29.0
4480,30.0
4481,22.0
4482,21.0
4483,19.0
4484,20.0
4485,20.0
4486,21.0
4487,23.0
4488,24.0
4489,24.0
4490,26.0
4491,26.0
4492,31.0
4493,28.0
4494,31.0
4495,37.0
4496,41.0
4497,40.0
4498,46.0
4499,49.0
4500,51.0
4501,47.0
4502,50.0
4503,55.0
4504,58.0
4505,54.0
4506,46.0
4507,45.0
4508,51.0
4509,52.0
4510,56.0
4511,57.0
4512,62.0
4513,60.0
4514,65.0
4515,76.0
4516,87.0
4517,77.0
4518,71.0
4519,77.0
4520,85.0
4521,79.0
4522,63.0
4523,40.0
4524,41.0
4525,48.0
4526,40.0
4527,32.0
4528,31.0
4529,28.0
4530,31.0
4531,39.0
4532,47.0
4533,42.0
4534,34.0
4535,32.0
4536,32.0
4537,30.0
4538,32.0
4539,34.0
4540,47.0
4541,42.0
4542,36.0
4543,32.0
4544,31.0
4545,35.0
4546,38.0
4547,28.0
4548,24.0
4549,28.0
4550,38.92593020568523
4551,38.92593020568523
4552,39.0
4553,36.0
4554,29.0
4555,27.0
4556,34.0
4557,34.0
4558,35.0
4559,35.0
4560,37.0
4561,35.0
4562,41.0
4563,40.0
4564,38.0
4565,32.0
4566,29.0
4567,24.0
4568,27.0
4569,24.0
4570,25.0
4571,26.0
4572,30.0
4573,33.0
4574,36.0
4575,37.0
4576,39.0
4577,37.0
4578,39.0
4579,37.0
4580,34.0
4581,25.0
4582,26.0
4583,23.0
4584,23.0
4585,21.0
4586,24.0
4587,23.0
4588,24.0
4589,23.0
4590,22.0
4591,25.0
4592,32.0
4593,33.0
4594,33.0
4595,38.0
4596,45.0
4597,54.0
4598,54.0
4599,45.0
4600,39.0
4601,37.0
4602,44.0
4603,40.0
4604,38.0
4605,39.0
4606,39.0
4607,35.0
4608,34.0
4609,33.0
4610,34.0
4611,38.0
4612,39.0
4613,36.0
4614,36.0
4615,35.0
4616,43.0
4617,37.0
4618,42.0
4619,51.0
4620,54.0
4621,51.0
4622,54.0
4623,60.0
4624,58.0
4625,48.0
4626,47.0
4627,50.0
4628,53.0
4629,53.0
4630,55.0
4631,51.0
4632,59.0
4633,55.0
4634,62.0
4635,58.0
4636,68.0
4637,92.0
4638,60.0
4639,51.0
4640,42.0
4641,31.0
4642,29.0
4643,31.0
4644,29.0
4645,27.0
4646,22.0
4647,17.0
4648,20.0
4649,19.0
4650,16.0
4651,11.0
4652,10.0
4653,8.0
4654,4.0
4655,5.0
4656,3.0
4657,3.0
4658,4.0
4659,4.0
4660,7.0
4661,5.0
4662,11.0
4663,11.0
4664,16.0
4665,23.0
4666,20.0
4667,20.0
4668,18.0
4669,17.0
4670,22.0
4671,21.0
4672,23.0
4673,20.0
4674,20.0
4675,20.0
4676,21.0
4677,20.0
4678,24.0
4679,24.0
4680,24.0
4681,24.0
4682,23.0
4683,21.0
4684,22.0
4685,19.0
4686,16.0
4687,17.0
4688,18.0
4689,24.0
4690,29.0
4691,29.0
4692,27.0
4693,29.0
4694,33.0
4695,33.0
4696,36.0
4697,38.0
4698,42.0
4699,37.0
4700,38.0
4701,38.0
4702,41.0
4703,39.0
4704,40.0
4705,42.0
4706,43.0
4707,43.0
4708,45.0
4709,48.0
4710,51.0
4711,51.0
4712,51.0
4713,53.0
4714,56.0
4715,46.0
4716,48.0
4717,52.0
4718,56.0
4719,57.0
4720,55.0
4721,50.0
4722,51.0
4723,42.0
4724,45.0
4725,39.0
4726,41.0
4727,40.0
4728,35.0
4729,30.0
4730,30.0
4731,31.0
4732,29.0
4733,27.0
4734,30.0
4735,30.0
4736,31.0
4737,30.0
4738,21.0
4739,20.0
4740,43.0
4741,99.0
4742,240.0
4743,348.0
4744,217.0
4745,76.0
4746,75.0
4747,79.0
4748,93.0
4749,90.0
4750,82.0
4751,75.0
4752,75.0
4753,76.0
4754,66.0
4755,60.0
4756,64.0
4757,69.0
4758,78.0
4759,109.0
4760,150.0
4761,159.0
4762,149.0
4763,140.0
4764,130.0
4765,79.0
4766,59.0
4767,36.0
4768,43.0
4769,37.0
4770,31.0
4771,34.0
4772,36.0
4773,37.0
4774,38.0
4775,30.0
4776,23.0
4777,18.0
4778,18.0
4779,16.0
4780,16.0
4781,14.0
4782,12.0
4783,16.0
4784,24.0
4785,29.0
4786,33.0
4787,34.0
4788,39.0
4789,41.0
4790,43.0
4791,46.0
4792,54.0
4793,49.0
4794,43.0
4795,40.0
4796,39.0
4797,36.0
4798,37.0
4799,33.0
4800,34.0
4801,38.0
4802,43.0
4803,41.0
4804,45.0
4805,45.0
4806,47.0
4807,50.0
4808,51.0
4809,49.0
4810,51.0
4811,55.0
4812,56.0
4813,56.0
4814,59.0
4815,60.0
4816,64.0
4817,61.0
4818,59.0
4819,57.0
4820,56.0
4821,57.0
4822,61.0
4823,64.0
4824,66.0
4825,67.0
4826,68.0
4827,61.0
4828,66.0
4829,75.0
4830,79.0
4831,76.0
4832,82.0
4833,84.0
4834,93.0
4835,87.0
4836,100.0
4837,94.0
4838,85.0
4839,67.0
4840,60.0
4841,54.0
4842,56.0
4843,54.0
4844,52.0
4845,56.0
4846,55.0
4847,51.0
4848,53.0
4849,49.0
4850,50.0
4851,49.0
4852,52.0
4853,58.0
4854,62.0
4855,71.0
4856,75.0
4857,38.92593020568523
4858,38.92593020568523
4859,38.92593020568523
4860,97.0
4861,80.0
4862,79.0
4863,76.0
4864,99.0
4865,119.0
4866,116.0
4867,101.0
4868,98.0
4869,100.0
4870,99.0
4871,79.0
4872,71.0
4873,70.0
4874,81.0
4875,81.0
4876,85.0
4877,85.0
4878,94.0
4879,89.0
4880,86.0
4881,78.0
4882,82.0
4883,75.0
4884,63.0
4885,54.0
4886,61.0
4887,66.0
4888,71.0
4889,58.0
4890,60.0
4891,61.0
4892,63.0
4893,66.0
4894,58.0
4895,58.0
4896,62.0
4897,65.0
4898,66.0
4899,56.0
4900,50.0
4901,50.0
4902,47.0
4903,50.0
4904,46.0
4905,43.0
4906,35.0
4907,28.0
4908,28.0
4909,30.0
4910,29.0
4911,26.0
4912,23.0
4913,23.0
4914,24.0
4915,23.0
4916,22.0
4917,21.0
4918,19.0
4919,18.0
4920,19.0
4921,18.0
4922,18.0
4923,17.0
4924,20.0
4925,17.0
4926,20.0
4927,16.0
4928,19.0
4929,15.0
4930,17.0
4931,24.0
4932,23.0
4933,24.0
4934,27.0
4935,26.0
4936,28.0
4937,31.0
4938,34.0
4939,29.0
4940,26.0
4941,27.0
4942,28.0
4943,28.0
4944,28.0
4945,30.0
4946,29.0
4947,29.0
4948,26.0
4949,23.0
4950,24.0
4951,22.0
4952,21.0
4953,18.0
4954,21.0
4955,18.0
4956,17.0
4957,16.0
4958,18.0
4959,21.0
4960,23.0
4961,24.0
4962,27.0
4963,25.0
4964,29.0
4965,26.0
4966,23.0
4967,20.0
4968,22.0
4969,20.0
4970,18.0
4971,16.0
4972,15.0
4973,14.0
4974,13.0
4975,14.0
4976,25.0
4977,34.0
4978,35.0
4979,37.0
4980,37.0
4981,43.0
4982,39.0
4983,36.0
4984,33.0
4985,35.0
4986,35.0
4987,31.0
4988,36.0
4989,38.0
4990,36.0
4991,34.0
4992,35.0
4993,33.0
4994,30.0
4995,28.0
4996,27.0
4997,27.0
4998,25.0
4999,28.0
5000,29.0
5001,27.0
5002,33.0
5003,31.0
5004,32.0
5005,38.0
5006,41.0
5007,36.0
5008,31.0
5009,26.0
5010,24.0
5011,25.0
5012,24.0
5013,27.0
5014,35.0
5015,24.0
5016,38.0
5017,50.0
5018,59.0
5019,60.0
5020,68.0
5021,76.0
5022,85.0
5023,89.0
5024,92.0
5025,86.0
5026,83.0
5027,77.0
5028,76.0
5029,66.0
5030,70.0
5031,70.0
5032,53.0
5033,46.0
5034,46.0
5035,42.0
5036,43.0
5037,53.0
5038,62.0
5039,67.0
5040,54.0
5041,45.0
5042,46.0
5043,44.0
5044,47.0
5045,49.0
5046,50.0
5047,58.0
5048,70.0
5049,72.0
5050,78.0
5051,79.0
5052,84.0
5053,85.0
5054,79.0
5055,79.0
5056,80.0
5057,84.0
5058,91.0
5059,81.0
5060,75.0
5061,49.0
5062,32.0
5063,25.0
5064,25.0
5065,16.0
5066,8.0
5067,7.0
5068,10.0
5069,11.0
5070,12.0
5071,9.0
5072,11.0
5073,20.0
5074,21.0
5075,22.0
5076,28.0
5077,51.0
5078,66.0
5079,70.0
5080,79.0
5081,82.0
5082,87.0
5083,76.0
5084,39.0
5085,28.0
5086,33.0
5087,29.0
5088,31.0
5089,38.0
5090,47.0
5091,42.0
5092,34.0
5093,26.0
5094,25.0
5095,23.0
5096,27.0
5097,26.0
5098,34.0
5099,33.0
5100,35.0
5101,19.0
5102,16.0
5103,12.0
5104,16.0
5105,15.0
5106,12.0
5107,11.0
5108,9.0
5109,3.0
5110,3.0
5111,3.0
5112,3.0
5113,3.0
5114,3.0
5115,4.0
5116,5.0
5117,3.0
5118,3.0
5119,6.0
5120,12.0
5121,20.0
5122,23.0
5123,21.0
5124,22.0
5125,25.0
5126,26.0
5127,23.0
5128,24.0
5129,24.0
5130,24.0
5131,25.0
5132,26.0
5133,24.0
5134,29.0
5135,32.0
5136,33.0
5137,31.0
5138,34.0
5139,33.0
5140,33.0
5141,33.0
5142,38.0
5143,40.0
5144,42.0
5145,38.92593020568523
5146,38.92593020568523
5147,37.0
5148,36.0
5149,32.0
5150,31.0
5151,31.0
5152,31.0
5153,29.0
5154,34.0
5155,33.0
5156,34.0
5157,31.0
5158,20.0
5159,16.0
5160,17.0
5161,20.0
5162,25.0
5163,23.0
5164,20.0
5165,20.0
5166,24.0
5167,29.0
5168,34.0
5169,28.0
5170,29.0
5171,32.0
5172,38.0
5173,39.0
5174,42.0
5175,40.0
5176,42.0
5177,46.0
5178,43.0
5179,37.0
5180,11.0
5181,5.0
5182,20.0
5183,38.0
5184,20.0
5185,12.0
5186,14.0
5187,11.0
5188,14.0
5189,12.0
5190,17.0
5191,24.0
5192,41.0
5193,51.0
5194,51.0
5195,47.0
5196,53.0
5197,67.0
5198,66.0
5199,62.0
5200,77.0
5201,84.0
5202,81.0
5203,78.0
5204,77.0
5205,76.0
5206,76.0
5207,66.0
5208,65.0
5209,63.0
5210,68.0
5211,65.0
5212,64.0
5213,68.0
5214,76.0
5215,76.0
5216,72.0
5217,65.0
5218,70.0
5219,82.0
5220,95.0
5221,96.0
5222,86.0
5223,67.0
5224,66.0
5225,66.0
5226,60.0
5227,58.0
5228,63.0
5229,68.0
5230,75.0
5231,67.0
5232,62.0
5233,59.0
5234,66.0
5235,65.0
5236,64.0
5237,62.0
5238,66.0
5239,71.0
5240,72.0
5241,140.0
5242,311.0
5243,505.0
5244,626.0
5245,622.0
5246,628.0
5247,663.0
5248,689.0
5249,675.0
5250,631.0
5251,734.0
5252,873.0
5253,919.0
5254,942.0
5255,884.0
5256,745.0
5257,746.0
5258,714.0
5259,687.0
5260,630.0
5261,608.0
5262,590.0
5263,546.0
5264,459.0
5265,364.0
5266,332.0
5267,286.0
5268,252.0
5269,275.0
5270,295.0
5271,298.0
5272,313.0
5273,287.0
5274,298.0
5275,284.0
5276,267.0
5277,204.0
5278,127.0
5279,89.0
5280,69.0
5281,52.0
5282,56.0
5283,60.0
5284,65.0
5285,50.0
5286,44.0
5287,49.0
5288,57.0
5289,52.0
5290,38.0
5291,31.0
5292,36.0
5293,40.0
5294,41.0
5295,35.0
5296,35.0
5297,33.0
5298,33.0
5299,31.0
5300,27.0
5301,26.0
5302,26.0
5303,27.0
5304,27.0
5305,26.0
5306,28.0
5307,28.0
5308,27.0
5309,28.0
5310,30.0
5311,27.0
5312,21.0
5313,18.0
5314,17.0
5315,20.0
5316,18.0
5317,15.0
5318,18.0
5319,17.0
5320,17.0
5321,20.0
5322,18.0
5323,16.0
5324,17.0
5325,16.0
5326,17.0
5327,19.0
5328,18.0
5329,18.0
5330,19.0
5331,19.0
5332,22.0
5333,22.0
5334,28.0
5335,20.0
5336,22.0
5337,27.0
5338,21.0
5339,21.0
5340,20.0
5341,20.0
5342,22.0
5343,21.0
5344,20.0
5345,23.0
5346,23.0
5347,19.0
5348,19.0
5349,17.0
5350,16.0
5351,15.0
5352,16.0
5353,15.0
5354,17.0
5355,14.0
5356,13.0
5357,14.0
5358,20.0
5359,15.0
5360,16.0
5361,16.0
5362,15.0
5363,19.0
5364,20.0
5365,24.0
5366,28.0
5367,29.0
5368,29.0
5369,41.0
5370,41.0
5371,34.0
5372,36.0
5373,35.0
5374,38.0
5375,36.0
5376,36.0
5377,37.0
5378,36.0
5379,33.0
5380,32.0
5381,29.0
5382,32.0
5383,33.0
5384,39.0
5385,37.0
5386,43.0
5387,49.0
5388,49.0
5389,56.0
5390,68.0
5391,63.0
5392,59.0
5393,58.0
5394,58.0
5395,51.0
5396,51.0
5397,56.0
5398,50.0
5399,42.0
5400,43.0
5401,43.0
5402,43.0
5403,40.0
5404,44.0
5405,50.0
5406,62.0
5407,70.0
5408,75.0
5409,59.0
5410,49.0
5411,48.0
5412,41.0
5413,37.0
5414,40.0
5415,43.0
5416,60.0
5417,81.0
5418,77.0
5419,83.0
5420,91.0
5421,89.0
5422,96.0
5423,97.0
5424,102.0
5425,104.0
5426,109.0
5427,108.0
5428,119.0
5429,90.0
5430,53.0
5431,42.0
5432,52.0
5433,34.0
5434,31.0
5435,34.0
5436,29.0
5437,25.0
5438,22.0
5439,15.0
5440,14.0
5441,14.0
5442,15.0
5443,19.0
5444,18.0
5445,16.0
5446,11.0
5447,9.0
5448,10.0
5449,7.0
5450,7.0
5451,5.0
5452,6.0
5453,6.0
5454,7.0
5455,4.0
5456,5.0
5457,7.0
5458,7.0
5459,4.0
5460,3.0
5461,3.0
5462,38.92593020568523
5463,5.0
5464,5.0
5465,6.0
5466,8.0
5467,15.0
5468,18.0
5469,22.0
5470,23.0
5471,29.0
5472,40.0
5473,18.0
5474,16.0
5475,10.0
5476,9.0
5477,8.0
5478,12.0
5479,9.0
5480,11.0
5481,11.0
5482,8.0
5483,8.0
5484,15.0
5485,12.0
5486,12.0
5487,10.0
5488,13.0
5489,13.0
5490,13.0
5491,16.0
5492,15.0
5493,17.0
5494,17.0
5495,15.0
5496,18.0
5497,18.0
5498,17.0
5499,16.0
5500,17.0
5501,19.0
5502,25.0
5503,33.0
5504,32.0
5505,41.0
5506,39.0
5507,45.0
5508,44.0
5509,55.0
5510,49.0
5511,38.0
5512,31.0
5513,31.0
5514,30.0
5515,28.0
5516,37.0
5517,24.0
5518,23.0
5519,21.0
5520,24.0
5521,38.92593020568523
5522,40.0
5523,29.0
5524,28.0
5525,26.0
5526,34.0
5527,38.0
5528,46.0
5529,44.0
5530,43.0
5531,39.0
5532,42.0
5533,43.0
5534,45.0
5535,43.0
5536,31.0
5537,25.0
5538,21.0
5539,26.0
5540,24.0
5541,22.0
5542,21.0
5543,22.0
5544,26.0
5545,25.0
5546,29.0
5547,28.0
5548,28.0
5549,29.0
5550,35.0
5551,34.0
5552,30.0
5553,25.0
5554,21.0
5555,24.0
5556,20.0
5557,19.0
5558,34.0
5559,26.0
5560,17.0
5561,18.0
5562,19.0
5563,16.0
5564,11.0
5565,14.0
5566,13.0
5567,12.0
5568,19.0
5569,8.0
5570,8.0
5571,8.0
5572,8.0
5573,8.0
5574,9.0
5575,7.0
5576,8.0
5577,11.0
5578,12.0
5579,14.0
5580,16.0
5581,16.0
5582,22.0
5583,13.0
5584,13.0
5585,24.0
5586,23.0
5587,18.0
5588,20.0
5589,25.0
5590,21.0
5591,24.0
5592,30.0
5593,32.0
5594,32.0
5595,30.0
5596,28.0
5597,25.0
5598,31.0
5599,27.0
5600,25.0
5601,24.0
5602,27.0
5603,30.0
5604,24.0
5605,22.0
5606,22.0
5607,22.0
5608,25.0
5609,31.0
5610,34.0
5611,31.0
5612,36.0
5613,40.0
5614,50.0
5615,49.0
5616,46.0
5617,44.0
5618,38.0
5619,35.0
5620,41.0
5621,44.0
5622,49.0
5623,40.0
5624,32.0
5625,30.0
5626,31.0
5627,31.0
5628,36.0
5629,44.0
5630,38.0
5631,29.0
5632,24.0
5633,27.0
5634,29.0
5635,31.0
5636,28.0
5637,27.0
5638,25.0
5639,23.0
5640,22.0
5641,24.0
5642,32.0
5643,39.0
5644,45.0
5645,49.0
5646,45.0
5647,33.0
5648,37.0
5649,66.0
5650,105.0
5651,142.0
5652,165.0
5653,154.0
5654,222.0
5655,295.0
5656,305.0
5657,288.0
5658,272.0
5659,251.0
5660,244.0
5661,223.0
5662,219.0
5663,206.0
5664,196.0
5665,193.0
5666,209.0
5667,217.0
5668,142.0
5669,77.0
5670,94.0
5671,79.0
5672,98.0
5673,38.92593020568523
5674,38.92593020568523
5675,62.0
5676,67.0
5677,65.0
5678,46.0
5679,56.0
5680,52.0
5681,47.0
5682,50.0
5683,50.0
5684,53.0
5685,50.0
5686,53.0
5687,54.0
5688,50.0
5689,47.0
5690,44.0
5691,47.0
5692,43.0
5693,42.0
5694,47.0
5695,45.0
5696,44.0
5697,45.0
5698,48.0
5699,52.0
5700,50.0
5701,50.0
5702,52.0
5703,51.0
5704,48.0
5705,43.0
5706,39.0
5707,35.0
5708,39.0
5709,42.0
5710,41.0
5711,44.0
5712,41.0
5713,36.0
5714,39.0
5715,38.0
5716,37.0
5717,40.0
5718,35.0
5719,21.0
5720,16.0
5721,16.0
5722,33.0
5723,52.0
5724,52.0
5725,42.0
5726,42.0
5727,52.0
5728,56.0
5729,61.0
5730,70.0
5731,68.0
5732,67.0
5733,64.0
5734,63.0
5735,74.0
5736,71.0
5737,80.0
5738,79.0
5739,71.0
5740,55.0
5741,38.0
5742,24.0
5743,15.0
5744,16.0
5745,14.0
5746,12.0
5747,14.0
5748,18.0
5749,27.0
5750,37.0
5751,43.0
5752,49.0
5753,50.0
5754,46.0
5755,33.0
5756,31.0
5757,27.0
5758,20.0
5759,14.0
5760,13.0
5761,9.0
5762,14.0
5763,21.0
5764,25.0
5765,28.0
5766,32.0
5767,30.0
5768,31.0
5769,31.0
5770,24.0
5771,21.0
5772,23.0
5773,21.0
5774,19.0
5775,19.0
5776,17.0
5777,19.0
5778,21.0
5779,18.0
5780,19.0
5781,20.0
5782,20.0
5783,18.0
5784,18.0
5785,14.0
5786,15.0
5787,14.0
5788,9.0
5789,10.0
5790,12.0
5791,14.0
5792,19.0
5793,23.0
5794,21.0
5795,24.0
5796,27.0
5797,30.0
5798,37.0
5799,42.0
5800,51.0
5801,54.0
5802,44.0
5803,36.0
5804,42.0
5805,37.0
5806,28.0
5807,23.0
5808,20.0
5809,17.0
5810,19.0
5811,20.0
5812,20.0
5813,20.0
5814,23.0
5815,34.0
5816,35.0
5817,36.0
5818,42.0
5819,41.0
5820,41.0
5821,40.0
5822,45.0
5823,41.0
5824,46.0
5825,51.0
5826,48.0
5827,46.0
5828,48.0
5829,47.0
5830,46.0
5831,44.0
5832,41.0
5833,39.0
5834,37.0
5835,43.0
5836,38.0
5837,23.0
5838,24.0
5839,18.0
5840,29.0
5841,35.0
5842,40.0
5843,47.0
5844,49.0
5845,41.0
5846,45.0
5847,38.0
5848,42.0
5849,42.0
5850,45.0
5851,46.0
5852,53.0
5853,54.0
5854,53.0
5855,50.0
5856,54.0
5857,54.0
5858,54.0
5859,51.0
5860,49.0
5861,44.0
5862,47.0
5863,48.0
5864,50.0
5865,47.0
5866,51.0
5867,50.0
5868,53.0
5869,58.0
5870,63.0
5871,62.0
5872,68.0
5873,59.0
5874,51.0
5875,42.0
5876,42.0
5877,43.0
5878,43.0
5879,44.0
5880,37.0
5881,34.0
5882,37.0
5883,37.0
5884,38.0
5885,36.0
5886,41.0
5887,37.0
5888,31.0
5889,38.92593020568523
5890,38.92593020568523
5891,38.92593020568523
5892,42.0
5893,29.0
5894,28.0
5895,20.0
5896,30.0
5897,31.0
5898,24.0
5899,14.0
5900,14.0
5901,16.0
5902,18.0
5903,17.0
5904,19.0
5905,19.0
5906,19.0
5907,17.0
5908,17.0
5909,19.0
5910,21.0
5911,22.0
5912,23.0
5913,31.0
5914,40.0
5915,52.0
5916,41.0
5917,34.0
5918,28.0
5919,30.0
5920,38.0
5921,43.0
5922,41.0
5923,35.0
5924,36.0
5925,36.0
5926,32.0
5927,31.0
5928,29.0
5929,26.0
5930,28.0
5931,29.0
5932,31.0
5933,33.0
5934,44.0
5935,51.0
5936,60.0
5937,61.0
5938,66.0
5939,68.0
5940,69.0
5941,48.0
5942,47.0
5943,43.0
5944,48.0
5945,40.0
5946,48.0
5947,58.0
5948,76.0
5949,67.0
5950,75.0
5951,78.0
5952,90.0
5953,82.0
5954,79.0
5955,71.0
5956,70.0
5957,68.0
5958,76.0
5959,69.0
5960,64.0
5961,55.0
5962,55.0
5963,50.0
5964,48.0
5965,42.0
5966,38.92593020568523
5967,42.0
5968,46.0
5969,48.0
5970,53.0
5971,48.0
5972,45.0
5973,39.0
5974,39.0
5975,37.0
5976,37.0
5977,31.0
5978,31.0
5979,26.0
5980,29.0
5981,29.0
5982,34.0
5983,35.0
5984,37.0
5985,36.0
5986,38.0
5987,39.0
5988,39.0
5989,38.0
5990,39.0
5991,43.0
5992,52.0
5993,48.0
5994,46.0
5995,46.0
5996,48.0
5997,44.0
5998,46.0
5999,46.0
6000,44.0
6001,44.0
6002,46.0
6003,37.0
6004,34.0
6005,35.0
6006,36.0
6007,36.0
6008,34.0
6009,31.0
6010,31.0
6011,28.0
6012,36.0
6013,41.0
6014,44.0
6015,55.0
6016,46.0
6017,50.0
6018,58.0
6019,54.0
6020,51.0
6021,41.0
6022,38.0
6023,39.0
6024,36.0
6025,35.0
6026,31.0
6027,27.0
6028,28.0
6029,25.0
6030,25.0
6031,27.0
6032,35.0
6033,38.0
6034,48.0
6035,38.0
6036,43.0
6037,49.0
6038,55.0
6039,50.0
6040,54.0
6041,56.0
6042,54.0
6043,53.0
6044,51.0
6045,53.0
6046,55.0
6047,49.0
6048,52.0
6049,48.0
6050,51.0
6051,55.0
6052,52.0
6053,44.0
6054,47.0
6055,50.0
6056,52.0
6057,54.0
6058,55.0
6059,47.0
6060,49.0
6061,48.0
6062,54.0
6063,59.0
6064,74.0
6065,70.0
6066,69.0
6067,56.0
6068,36.0
6069,39.0
6070,32.0
6071,27.0
6072,28.0
6073,23.0
6074,16.0
6075,13.0
6076,18.0
6077,13.0
6078,14.0
6079,15.0
6080,18.0
6081,18.0
6082,21.0
6083,23.0
6084,23.0
6085,19.0
6086,20.0
6087,21.0
6088,21.0
6089,23.0
6090,24.0
6091,27.0
6092,29.0
6093,22.0
6094,18.0
6095,19.0
6096,20.0
6097,20.0
6098,17.0
6099,19.0
6100,18.0
6101,18.0
6102,22.0
6103,19.0
6104,20.0
6105,17.0
6106,17.0
