,PM10_1
8094,10.0
8095,13.0
8096,15.0
8097,7.0
8098,10.0
8099,12.0
8100,9.0
8101,10.0
8102,8.0
8103,10.0
8104,10.0
8105,10.0
8106,9.0
8107,8.0
8108,9.0
8109,11.0
8110,12.0
8111,8.0
8112,6.0
8113,5.0
8114,7.0
8115,7.0
8116,9.0
8117,7.0
8118,6.0
8119,6.0
8120,9.0
8121,6.0
8122,5.0
8123,5.0
8124,4.0
8125,7.0
8126,9.0
8127,10.0
8128,10.0
8129,8.0
8130,10.0
8131,7.0
8132,6.0
8133,6.0
8134,8.0
8135,6.0
8136,5.0
8137,4.0
8138,7.0
8139,5.0
8140,7.0
8141,5.0
8142,5.0
8143,8.0
8144,5.0
8145,3.0
8146,6.0
8147,7.0
8148,12.0
8149,8.0
8150,8.0
8151,9.0
8152,11.0
8153,10.0
8154,11.0
8155,12.0
8156,12.0
8157,11.0
8158,10.0
8159,10.0
8160,10.0
8161,8.0
8162,11.0
8163,10.0
8164,12.0
8165,12.0
8166,13.0
8167,16.0
8168,19.0
8169,16.0
8170,15.0
8171,15.0
8172,17.0
8173,16.0
8174,13.0
8175,17.0
8176,20.0
8177,20.0
8178,25.0
8179,18.0
8180,16.0
8181,12.0
8182,12.0
8183,9.0
8184,10.0
8185,9.0
8186,7.0
8187,7.0
8188,7.0
8189,5.0
8190,9.0
8191,8.0
8192,9.0
8193,9.0
8194,10.0
8195,6.0
8196,6.0
8197,4.0
8198,4.0
8199,3.0
8200,5.0
8201,4.0
8202,5.0
8203,3.0
8204,3.0
8205,3.0
8206,3.0
8207,3.0
8208,3.0
8209,3.0
8210,3.0
8211,3.0
8212,3.0
8213,3.0
8214,3.0
8215,4.0
8216,9.0
8217,15.0
8218,14.0
8219,3.0
8220,10.0
8221,14.0
8222,18.0
8223,14.0
8224,16.0
8225,19.0
8226,20.0
8227,15.0
8228,13.0
8229,18.0
8230,22.0
8231,19.0
8232,19.0
8233,22.0
8234,23.0
8235,21.0
8236,24.0
8237,23.0
8238,28.0
8239,29.0
8240,38.0
8241,27.0
8242,23.0
8243,21.0
8244,21.0
8245,21.0
8246,23.0
8247,27.0
8248,31.0
8249,48.0
8250,50.0
8251,42.0
8252,31.0
8253,29.0
8254,35.0
8255,35.0
8256,27.0
8257,31.0
8258,40.0
8259,29.0
8260,38.92593020568523
8261,30.0
8262,35.0
8263,38.0
8264,40.0
8265,33.0
8266,35.0
8267,32.0
8268,34.0
8269,30.0
8270,29.0
8271,26.0
8272,26.0
8273,27.0
8274,30.0
8275,23.0
8276,22.0
8277,20.0
8278,21.0
8279,20.0
8280,22.0
8281,22.0
8282,24.0
8283,23.0
8284,23.0
8285,23.0
8286,28.0
8287,34.0
8288,35.0
8289,38.0
8290,38.0
8291,37.0
8292,35.0
8293,38.0
8294,44.0
8295,37.0
8296,26.0
8297,22.0
8298,23.0
8299,24.0
8300,21.0
8301,22.0
8302,24.0
8303,23.0
8304,28.0
8305,26.0
8306,23.0
8307,20.0
8308,22.0
8309,16.0
8310,14.0
8311,20.0
8312,16.0
8313,10.0
8314,14.0
8315,16.0
8316,16.0
8317,15.0
8318,12.0
8319,12.0
8320,13.0
8321,16.0
8322,19.0
8323,18.0
8324,18.0
8325,20.0
8326,24.0
8327,23.0
8328,20.0
8329,22.0
8330,24.0
8331,19.0
8332,21.0
8333,22.0
8334,24.0
8335,29.0
8336,29.0
8337,28.0
8338,22.0
8339,23.0
8340,29.0
8341,28.0
8342,29.0
8343,27.0
8344,28.0
8345,30.0
8346,30.0
8347,23.0
8348,21.0
8349,22.0
8350,20.0
8351,21.0
8352,24.0
8353,22.0
8354,24.0
8355,24.0
8356,26.0
8357,23.0
8358,23.0
8359,23.0
8360,25.0
8361,13.0
8362,16.0
8363,17.0
8364,17.0
8365,17.0
8366,17.0
8367,19.0
8368,22.0
8369,20.0
8370,19.0
8371,16.0
8372,12.0
8373,11.0
8374,10.0
8375,8.0
8376,11.0
8377,7.0
8378,8.0
8379,8.0
8380,10.0
8381,10.0
8382,11.0
8383,14.0
8384,16.0
8385,19.0
8386,17.0
8387,16.0
8388,18.0
8389,19.0
8390,22.0
8391,16.0
8392,15.0
8393,12.0
8394,11.0
8395,9.0
8396,8.0
8397,12.0
8398,11.0
8399,7.0
8400,7.0
8401,6.0
8402,7.0
8403,9.0
8404,6.0
8405,4.0
8406,3.0
8407,6.0
8408,9.0
8409,9.0
8410,11.0
8411,9.0
8412,9.0
8413,8.0
8414,11.0
8415,11.0
8416,12.0
8417,11.0
8418,12.0
8419,14.0
8420,15.0
8421,10.0
8422,10.0
8423,8.0
8424,8.0
8425,8.0
8426,9.0
8427,8.0
8428,9.0
8429,9.0
8430,12.0
8431,9.0
8432,12.0
8433,12.0
8434,12.0
8435,11.0
8436,10.0
8437,9.0
8438,11.0
8439,9.0
8440,10.0
8441,9.0
8442,7.0
8443,7.0
8444,5.0
8445,7.0
8446,8.0
8447,8.0
8448,9.0
8449,8.0
8450,9.0
8451,7.0
8452,8.0
8453,9.0
8454,15.0
8455,5.0
8456,4.0
8457,4.0
8458,6.0
8459,5.0
8460,4.0
8461,6.0
8462,6.0
8463,10.0
8464,14.0
8465,16.0
8466,13.0
8467,13.0
8468,12.0
8469,13.0
8470,16.0
8471,10.0
8472,8.0
8473,7.0
8474,8.0
8475,7.0
8476,9.0
8477,6.0
8478,6.0
8479,9.0
8480,7.0
8481,12.0
8482,12.0
8483,11.0
8484,8.0
8485,8.0
8486,7.0
8487,9.0
8488,6.0
8489,6.0
8490,8.0
8491,6.0
8492,7.0
8493,10.0
8494,11.0
8495,9.0
8496,7.0
8497,7.0
8498,6.0
8499,8.0
8500,10.0
8501,8.0
8502,7.0
8503,7.0
8504,10.0
8505,7.0
8506,11.0
8507,9.0
8508,12.0
8509,11.0
8510,5.0
8511,12.0
8512,16.0
8513,12.0
8514,12.0
8515,12.0
8516,13.0
8517,15.0
8518,16.0
8519,28.0
8520,18.0
8521,14.0
8522,15.0
8523,14.0
8524,14.0
8525,6.0
8526,9.0
8527,8.0
8528,8.0
8529,12.0
8530,14.0
8531,17.0
8532,18.0
8533,18.0
8534,19.0
8535,20.0
8536,22.0
8537,19.0
8538,15.0
8539,17.0
8540,15.0
8541,10.0
8542,8.0
8543,4.0
8544,3.0
8545,5.0
8546,4.0
8547,6.0
8548,6.0
8549,8.0
8550,9.0
8551,10.0
8552,20.0
8553,14.0
8554,13.0
8555,11.0
8556,13.0
8557,9.0
8558,8.0
8559,11.0
8560,14.0
8561,13.0
8562,15.0
8563,12.0
8564,12.0
8565,10.0
8566,9.0
8567,10.0
8568,12.0
8569,11.0
8570,13.0
8571,13.0
8572,13.0
8573,9.0
8574,10.0
8575,12.0
8576,17.0
8577,18.0
8578,14.0
8579,38.92593020568523
8580,38.92593020568523
8581,38.92593020568523
8582,38.92593020568523
8583,38.92593020568523
8584,38.92593020568523
8585,38.92593020568523
8586,38.92593020568523
8587,38.92593020568523
8588,38.92593020568523
8589,38.92593020568523
8590,38.92593020568523
8591,38.92593020568523
8592,38.92593020568523
8593,38.92593020568523
8594,38.92593020568523
8595,38.92593020568523
8596,38.92593020568523
8597,38.92593020568523
8598,38.92593020568523
8599,38.92593020568523
8600,38.92593020568523
8601,38.92593020568523
8602,38.92593020568523
8603,38.92593020568523
8604,38.92593020568523
8605,38.92593020568523
8606,38.92593020568523
8607,13.0
8608,16.0
8609,12.0
8610,9.0
8611,5.0
8612,5.0
8613,3.0
8614,3.0
8615,3.0
8616,3.0
8617,3.0
8618,6.0
8619,4.0
8620,4.0
8621,4.0
8622,7.0
8623,7.0
8624,7.0
8625,7.0
8626,9.0
8627,9.0
8628,10.0
8629,7.0
8630,6.0
8631,6.0
8632,5.0
8633,4.0
8634,3.0
8635,4.0
8636,3.0
8637,3.0
8638,3.0
8639,3.0
8640,3.0
8641,3.0
8642,3.0
8643,4.0
8644,4.0
8645,4.0
8646,4.0
8647,3.0
8648,3.0
8649,4.0
8650,5.0
8651,3.0
8652,8.0
8653,5.0
8654,10.0
8655,5.0
8656,8.0
8657,6.0
8658,7.0
8659,5.0
8660,6.0
8661,4.0
8662,3.0
8663,3.0
8664,5.0
8665,3.0
8666,4.0
8667,3.0
8668,7.0
8669,5.0
8670,7.0
8671,6.0
8672,10.0
8673,38.92593020568523
8674,38.92593020568523
8675,38.92593020568523
8676,38.92593020568523
8677,15.0
8678,14.0
8679,13.0
8680,13.0
8681,12.0
8682,12.0
8683,9.0
8684,9.0
8685,7.0
8686,6.0
8687,6.0
8688,7.0
8689,5.0
8690,6.0
8691,6.0
8692,6.0
8693,7.0
8694,10.0
8695,10.0
8696,12.0
8697,8.0
8698,13.0
8699,10.0
8700,12.0
8701,12.0
8702,15.0
8703,17.0
8704,18.0
8705,14.0
8706,13.0
8707,15.0
8708,17.0
8709,13.0
8710,13.0
8711,11.0
8712,10.0
8713,10.0
8714,13.0
8715,13.0
8716,14.0
8717,14.0
8718,22.0
8719,17.0
8720,8.0
8721,5.0
8722,9.0
8723,8.0
8724,8.0
8725,12.0
8726,11.0
8727,10.0
8728,11.0
8729,15.0
8730,18.0
8731,15.0
8732,14.0
8733,11.0
8734,13.0
8735,13.0
8736,14.0
8737,15.0
8738,14.0
8739,11.0
8740,14.0
8741,11.0
8742,11.0
8743,8.0
8744,7.0
8745,12.0
8746,17.0
8747,16.0
8748,22.0
8749,24.0
8750,32.0
8751,33.0
8752,36.0
8753,35.0
8754,34.0
8755,30.0
8756,33.0
8757,29.0
8758,0.0
